 Animal ID, Site, Mouse strain, Genotype, Gender, Age (months), Schedule name, Schedule run date,Day, Week
gt159a356, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/15/2015 10:58:40 AM,1,1
gt159a356, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/14/2015 11:26:41 AM,1,1
gt159a356, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/11/2015 11:00:00 AM,1,1
gt159a356, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/10/2015 10:32:26 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/24/2015 11:21:45 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/23/2015 11:15:35 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/22/2015 11:43:53 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/21/2015 11:15:03 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/18/2015 11:25:26 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/17/2015 11:13:11 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/16/2015 11:10:34 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/15/2015 10:58:43 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/14/2015 11:26:43 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/11/2015 11:00:02 AM,1,1
gt159a357, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/10/2015 10:32:29 AM,1,1
gt160a358, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/11/2015 12:34:36 PM,1,1
gt160a358, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/10/2015 1:17:47 PM,1,1
gt160a359, UOG,APPPS1,t,F,4, Mouse PAL Punish Incorrect Training v3,9/15/2015 12:46:05 PM,1,1
gt160a359, UOG,APPPS1,t,F,4,Mouse PAL Punish Incorrect Training v3,9/14/2015 12:35:39 PM,1,1
gt160a359, UOG,APPPS1,t,F,4,Mouse PAL Punish Incorrect Training v3,9/11/2015 12:34:39 PM,1,1
gt160a359, UOG,APPPS1,t,F,4,Mouse PAL Punish Incorrect Training v3,9/10/2015 1:17:50 PM,1,1
gt160a360, UOG,APPPS1,t,F,4,Mouse PAL Punish Incorrect Training v3,9/14/2015 12:35:42 PM,1,1
gt160a360, UOG,APPPS1,t,F,4,Mouse PAL Punish Incorrect Training v3,9/11/2015 12:34:41 PM,1,1
 lt264f326, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt264f326, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt264f326, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt264f326, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt264f326, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt265f327, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt265f327, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt265f327, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt265f327, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt265f327, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lt266f328, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lt267f329, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt267f329, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt267f329, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt267f329, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lt267f329, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lt268f330, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,2
 lt269f331, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt269f331, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt269f331, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt269f331, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt269f331, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt270f332, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt270f332, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt270f332, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt270f332, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt270f332, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt271f333, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt271f333, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt271f333, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt271f333, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt271f333, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt271f333, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lt271f333, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lt272f334, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt272f334, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt272f334, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt272f334, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt272f334, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt273f335, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt273f335, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt273f335, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt273f335, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt273f335, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt274f336, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt274f336, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt274f336, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt274f336, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt274f336, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt275f337, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt275f337, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt275f337, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt275f337, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt275f337, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt276f338, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt276f338, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt276f338, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt276f338, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt276f338, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt277f339, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt277f339, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt277f339, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt277f339, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt277f339, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lt278f340, UWO, 5FAD, t, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lt278f340, UWO, 5FAD, t, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lt278f340, UWO, 5FAD, t, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lt278f340, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lt278f340, UWO, 5FAD, t, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw248f310, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw248f310, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw248f310, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw248f310, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw248f310, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw248f310, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lw249f311, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,2
 lw250f312, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw250f312, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw250f312, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw250f312, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw250f312, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw251f313, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw251f313, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw251f313, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw251f313, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw251f313, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150922,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150923,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150924,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150926,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150927,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150930,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20151001,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20151002,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151005,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151006,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151007,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151008,1,1
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151009,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151012,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151013,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151015,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151016,1,2
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151017,1,3
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151019,1,3
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151020,1,3
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151021,1,3
 lw252f314, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151023,1,3
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,2
 lw253f315, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151005,1,2
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lw254f316, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,2
 lw255f317, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw255f317, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw255f317, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw255f317, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw255f317, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw255f317, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lw256f318, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lw257f319, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw257f319, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw257f319, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw257f319, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw257f319, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lw258f320, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,2
 lw259f321, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw259f321, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw259f321, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw259f321, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw259f321, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,2
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151005,1,2
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151006,1,3
 lw260f322, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151007,1,3
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,2
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151005,1,2
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151006,1,3
 lw261f323, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151007,1,3
 lw262f324, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw262f324, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw262f324, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
 lw262f324, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw262f324, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Initial Touch Training v3,20150917,1,1
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Must Initiate Training v3,20150921,1,1
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Must Touch Training v3,20150918,1,1
